start,end,start_lat,start_long,end_lat,end_long,cost
A1,A10,21.7588,88.1451,44.7861,142.4796,0.03
A2,A10,21.7588,88.1451,41.8452,129.8234,0.45
A3,A10,21.7588,88.1451,38.3505,117.5187,0.36
A4,A10,21.7588,88.1451,26.3621,103.8708,0.43
A5,A10,21.7588,88.1451,20.2081,103.6321,0.65
A6,A10,21.7588,88.1451,12.3081,80.0773,0.58
A7,A10,21.7588,88.1451,19.2389,73.3796,0.14
A8,A10,21.7588,88.1451,50.8332,140.3611,0.34
A9,A10,21.7588,88.1451,16.4459,95.0096,0.92
A11,A10,21.7588,88.1451,15.2623,120.4979,0.42
A12,A10,21.7588,88.1451,6.8166,125.2493,0.77
A13,A10,21.7588,88.1451,-4.4128,144.0525,0.33
A14,A10,21.7588,88.1451,31.1841,130.6932,0.34
Z1,A10,21.7588,88.1451,-21.5409,147.7123,0.72
Z2,A10,21.7588,88.1451,-29.5135,152.1351,0.78
Z3,A10,21.7588,88.1451,-37.0957,142.2138,0.94
Z4,A10,21.7588,88.1451,-45.0244,168.6218,1
Z5,A10,21.7588,88.1451,-31.9787,117.1119,0.56
Z6,A10,21.7588,88.1451,-22.1268,115.4265,0.25
Z7,A10,21.7588,88.1451,-12.7481,133.5319,0.26
N1,A11,15.2623,120.4979,38.9603,-67.7183,0.38
N2,A11,15.2623,120.4979,33.6701,-79.1441,0.93
N3,A11,15.2623,120.4979,21.3022,-90.1044,0.3
N4,A11,15.2623,120.4979,31.8968,-103.4019,0.9
N5,A11,15.2623,120.4979,53.2547,-124.4917,0.76
N6,A11,15.2623,120.4979,54.6989,-129.2372,0
N7,A11,15.2623,120.4979,62.1652,-153.9344,0.18
N8,A11,15.2623,120.4979,24.2271,-157.2241,0.08
N9,A11,15.2623,120.4979,22.5729,-105.1789,0.25
N10,A11,15.2623,120.4979,59.0741,136.9953,0.45
S1,A11,15.2623,120.4979,8.9915,-67.2331,0.57
S2,A11,15.2623,120.4979,-5.1621,-42.1811,0.06
S3,A11,15.2623,120.4979,-21.3756,-49.9622,0.65
S4,A11,15.2623,120.4979,-43.7592,-65.5599,0.57
S5,A11,15.2623,120.4979,-35.8045,-71.5364,0.28
S6,A11,15.2623,120.4979,-6.9267,-75.2371,0.86
S7,A11,15.2623,120.4979,7.6532,-76.2382,0.41
S8,A11,15.2623,120.4979,-32.5658,-52.7961,0.01
E1,A11,15.2623,120.4979,47.4901,14.1276,0.47
E2,A11,15.2623,120.4979,54.9682,27.7502,0.97
E3,A11,15.2623,120.4979,58.8052,15.9729,0.82
E4,A11,15.2623,120.4979,50.0536,2.4377,0.62
E5,A11,15.2623,120.4979,39.2195,-3.3631,0.56
E6,A11,15.2623,120.4979,35.9945,9.5282,0.93
E7,A11,15.2623,120.4979,44.9363,26.0808,0.1
E8,A11,15.2623,120.4979,69.8863,-27.0051,0.14
E9,A11,15.2623,120.4979,66.0731,-40.7161,0.99
E10,A11,15.2623,120.4979,69.7711,22.6141,0.81
E11,A11,15.2623,120.4979,64.3111,-17.1125,0.04
M1,A11,15.2623,120.4979,29.9007,25.0417,0.1
M2,A11,15.2623,120.4979,20.0666,35.6046,0.73
M3,A11,15.2623,120.4979,17.4034,45.7999,0.49
M4,A11,15.2623,120.4979,-2.0396,38.0496,0.53
M5,A11,15.2623,120.4979,-21.8787,33.8308,0.58
M6,A11,15.2623,120.4979,-32.6365,23.2839,0.84
M7,A11,15.2623,120.4979,2.0002,13.0886,0.05
M8,A11,15.2623,120.4979,10.2101,-7.1261,0.36
M9,A11,15.2623,120.4979,21.0261,-8.708,0.22
M10,A11,15.2623,120.4979,30.8108,-4.4894,0.8
M11,A11,15.2623,120.4979,-10.6827,14.1675,0.36
M12,A11,15.2623,120.4979,-11.5451,40.3679,0.28
M13,A11,15.2623,120.4979,9.7734,49.8601,0.99
K1,A11,15.2623,120.4979,23.8158,53.8859,0.95
K2,A11,15.2623,120.4979,-19.8441,46.3005,0.2
K3,A11,15.2623,120.4979,26.7254,36.3249,0.87
K4,A11,15.2623,120.4979,25.4625,63.0436,0.08
K5,A11,15.2623,120.4979,30.4292,48.9811,0.08
A1,A11,15.2623,120.4979,44.7861,142.4796,0.77
A2,A11,15.2623,120.4979,41.8452,129.8234,0.77
A3,A11,15.2623,120.4979,38.3505,117.5187,0.37
A4,A11,15.2623,120.4979,26.3621,103.8708,0.49
A5,A11,15.2623,120.4979,20.2081,103.6321,0.62
A6,A11,15.2623,120.4979,12.3081,80.0773,0.25
A7,A11,15.2623,120.4979,19.2389,73.3796,0.87
A8,A11,15.2623,120.4979,50.8332,140.3611,0.86
A9,A11,15.2623,120.4979,16.4459,95.0096,0.34
A10,A11,15.2623,120.4979,21.7588,88.1451,0.12
A12,A11,15.2623,120.4979,6.8166,125.2493,0.02
A13,A11,15.2623,120.4979,-4.4128,144.0525,0.42
A14,A11,15.2623,120.4979,31.1841,130.6932,0.32
Z1,A11,15.2623,120.4979,-21.5409,147.7123,0.38
Z2,A11,15.2623,120.4979,-29.5135,152.1351,0.34
Z3,A11,15.2623,120.4979,-37.0957,142.2138,0.71
Z4,A11,15.2623,120.4979,-45.0244,168.6218,0.42
Z5,A11,15.2623,120.4979,-31.9787,117.1119,0.42
Z6,A11,15.2623,120.4979,-22.1268,115.4265,0.97
Z7,A11,15.2623,120.4979,-12.7481,133.5319,0.04
N1,A12,6.8166,125.2493,38.9603,-67.7183,0.46
N2,A12,6.8166,125.2493,33.6701,-79.1441,0.39
N3,A12,6.8166,125.2493,21.3022,-90.1044,0.71
N4,A12,6.8166,125.2493,31.8968,-103.4019,0.73
N5,A12,6.8166,125.2493,53.2547,-124.4917,0.18
N6,A12,6.8166,125.2493,54.6989,-129.2372,0.6
N7,A12,6.8166,125.2493,62.1652,-153.9344,0.41
N8,A12,6.8166,125.2493,24.2271,-157.2241,0.16
N9,A12,6.8166,125.2493,22.5729,-105.1789,0.72
N10,A12,6.8166,125.2493,59.0741,136.9953,0.33
S1,A12,6.8166,125.2493,8.9915,-67.2331,0.98
S2,A12,6.8166,125.2493,-5.1621,-42.1811,0.77
S3,A12,6.8166,125.2493,-21.3756,-49.9622,0.52
S4,A12,6.8166,125.2493,-43.7592,-65.5599,0.22
S5,A12,6.8166,125.2493,-35.8045,-71.5364,0.85
S6,A12,6.8166,125.2493,-6.9267,-75.2371,0.35
S7,A12,6.8166,125.2493,7.6532,-76.2382,0.57
S8,A12,6.8166,125.2493,-32.5658,-52.7961,0.73
E1,A12,6.8166,125.2493,47.4901,14.1276,0.22
E2,A12,6.8166,125.2493,54.9682,27.7502,0.47
E3,A12,6.8166,125.2493,58.8052,15.9729,0.77
E4,A12,6.8166,125.2493,50.0536,2.4377,0.28
E5,A12,6.8166,125.2493,39.2195,-3.3631,0.65
E6,A12,6.8166,125.2493,35.9945,9.5282,0.15
E7,A12,6.8166,125.2493,44.9363,26.0808,0.18
E8,A12,6.8166,125.2493,69.8863,-27.0051,0.31
E9,A12,6.8166,125.2493,66.0731,-40.7161,0.19
E10,A12,6.8166,125.2493,69.7711,22.6141,0.79
E11,A12,6.8166,125.2493,64.3111,-17.1125,0.58
M1,A12,6.8166,125.2493,29.9007,25.0417,0.34
M2,A12,6.8166,125.2493,20.0666,35.6046,0.89
M3,A12,6.8166,125.2493,17.4034,45.7999,0.5
M4,A12,6.8166,125.2493,-2.0396,38.0496,0.6
M5,A12,6.8166,125.2493,-21.8787,33.8308,0.78
M6,A12,6.8166,125.2493,-32.6365,23.2839,0.18
M7,A12,6.8166,125.2493,2.0002,13.0886,0.22
M8,A12,6.8166,125.2493,10.2101,-7.1261,0.42
M9,A12,6.8166,125.2493,21.0261,-8.708,0.53
M10,A12,6.8166,125.2493,30.8108,-4.4894,0.03
M11,A12,6.8166,125.2493,-10.6827,14.1675,0.97
M12,A12,6.8166,125.2493,-11.5451,40.3679,0.83
M13,A12,6.8166,125.2493,9.7734,49.8601,0.18
K1,A12,6.8166,125.2493,23.8158,53.8859,0.65
K2,A12,6.8166,125.2493,-19.8441,46.3005,0.01
K3,A12,6.8166,125.2493,26.7254,36.3249,0.66
K4,A12,6.8166,125.2493,25.4625,63.0436,0.72
K5,A12,6.8166,125.2493,30.4292,48.9811,0.57
A1,A12,6.8166,125.2493,44.7861,142.4796,0.74
A2,A12,6.8166,125.2493,41.8452,129.8234,0.47
A3,A12,6.8166,125.2493,38.3505,117.5187,0.71
A4,A12,6.8166,125.2493,26.3621,103.8708,0.98
A5,A12,6.8166,125.2493,20.2081,103.6321,0.87
A6,A12,6.8166,125.2493,12.3081,80.0773,0.86
A7,A12,6.8166,125.2493,19.2389,73.3796,0.95
A8,A12,6.8166,125.2493,50.8332,140.3611,0.19
A9,A12,6.8166,125.2493,16.4459,95.0096,0.39
A10,A12,6.8166,125.2493,21.7588,88.1451,0.37
A11,A12,6.8166,125.2493,15.2623,120.4979,0.94
A13,A12,6.8166,125.2493,-4.4128,144.0525,0.46
A14,A12,6.8166,125.2493,31.1841,130.6932,0.87
Z1,A12,6.8166,125.2493,-21.5409,147.7123,0.52
Z2,A12,6.8166,125.2493,-29.5135,152.1351,0.61
Z3,A12,6.8166,125.2493,-37.0957,142.2138,0.3
Z4,A12,6.8166,125.2493,-45.0244,168.6218,0.88
Z5,A12,6.8166,125.2493,-31.9787,117.1119,0.42
Z6,A12,6.8166,125.2493,-22.1268,115.4265,0.72
Z7,A12,6.8166,125.2493,-12.7481,133.5319,0.01
N1,A13,-4.4128,144.0525,38.9603,-67.7183,0.15
N2,A13,-4.4128,144.0525,33.6701,-79.1441,0.66
N3,A13,-4.4128,144.0525,21.3022,-90.1044,1
N4,A13,-4.4128,144.0525,31.8968,-103.4019,0.65
N5,A13,-4.4128,144.0525,53.2547,-124.4917,0.19
N6,A13,-4.4128,144.0525,54.6989,-129.2372,0.63
N7,A13,-4.4128,144.0525,62.1652,-153.9344,0.57
N8,A13,-4.4128,144.0525,24.2271,-157.2241,0.7
N9,A13,-4.4128,144.0525,22.5729,-105.1789,0.64
N10,A13,-4.4128,144.0525,59.0741,136.9953,0.12
S1,A13,-4.4128,144.0525,8.9915,-67.2331,0.51
S2,A13,-4.4128,144.0525,-5.1621,-42.1811,0.4
S3,A13,-4.4128,144.0525,-21.3756,-49.9622,0.29
S4,A13,-4.4128,144.0525,-43.7592,-65.5599,0.52
S5,A13,-4.4128,144.0525,-35.8045,-71.5364,0.05
S6,A13,-4.4128,144.0525,-6.9267,-75.2371,0.74
S7,A13,-4.4128,144.0525,7.6532,-76.2382,0.42
S8,A13,-4.4128,144.0525,-32.5658,-52.7961,0.5
E1,A13,-4.4128,144.0525,47.4901,14.1276,0.99
E2,A13,-4.4128,144.0525,54.9682,27.7502,0.94
E3,A13,-4.4128,144.0525,58.8052,15.9729,0.93
E4,A13,-4.4128,144.0525,50.0536,2.4377,0.06
E5,A13,-4.4128,144.0525,39.2195,-3.3631,0.83
E6,A13,-4.4128,144.0525,35.9945,9.5282,0.25
E7,A13,-4.4128,144.0525,44.9363,26.0808,0.93
E8,A13,-4.4128,144.0525,69.8863,-27.0051,0.88
E9,A13,-4.4128,144.0525,66.0731,-40.7161,0.17
E10,A13,-4.4128,144.0525,69.7711,22.6141,0.7
E11,A13,-4.4128,144.0525,64.3111,-17.1125,0.01
M1,A13,-4.4128,144.0525,29.9007,25.0417,0.59
M2,A13,-4.4128,144.0525,20.0666,35.6046,0.26
M3,A13,-4.4128,144.0525,17.4034,45.7999,0.36
M4,A13,-4.4128,144.0525,-2.0396,38.0496,0.05
M5,A13,-4.4128,144.0525,-21.8787,33.8308,0.73
M6,A13,-4.4128,144.0525,-32.6365,23.2839,0.13
M7,A13,-4.4128,144.0525,2.0002,13.0886,0.27
M8,A13,-4.4128,144.0525,10.2101,-7.1261,0.56
M9,A13,-4.4128,144.0525,21.0261,-8.708,0.21
M10,A13,-4.4128,144.0525,30.8108,-4.4894,0.87
M11,A13,-4.4128,144.0525,-10.6827,14.1675,0.61
M12,A13,-4.4128,144.0525,-11.5451,40.3679,0.86
M13,A13,-4.4128,144.0525,9.7734,49.8601,0.67
K1,A13,-4.4128,144.0525,23.8158,53.8859,0.28
K2,A13,-4.4128,144.0525,-19.8441,46.3005,0.45
K3,A13,-4.4128,144.0525,26.7254,36.3249,0.34
K4,A13,-4.4128,144.0525,25.4625,63.0436,0.69
K5,A13,-4.4128,144.0525,30.4292,48.9811,0.1
A1,A13,-4.4128,144.0525,44.7861,142.4796,0.92
A2,A13,-4.4128,144.0525,41.8452,129.8234,0.99
A3,A13,-4.4128,144.0525,38.3505,117.5187,0.34
A4,A13,-4.4128,144.0525,26.3621,103.8708,0.73
A5,A13,-4.4128,144.0525,20.2081,103.6321,0.38
A6,A13,-4.4128,144.0525,12.3081,80.0773,0.85
A7,A13,-4.4128,144.0525,19.2389,73.3796,0.13
A8,A13,-4.4128,144.0525,50.8332,140.3611,0.25
A9,A13,-4.4128,144.0525,16.4459,95.0096,0.49
A10,A13,-4.4128,144.0525,21.7588,88.1451,0.22
A11,A13,-4.4128,144.0525,15.2623,120.4979,0.45
A12,A13,-4.4128,144.0525,6.8166,125.2493,0.42
A14,A13,-4.4128,144.0525,31.1841,130.6932,0.89
Z1,A13,-4.4128,144.0525,-21.5409,147.7123,0.49
Z2,A13,-4.4128,144.0525,-29.5135,152.1351,0.51
Z3,A13,-4.4128,144.0525,-37.0957,142.2138,0.49
Z4,A13,-4.4128,144.0525,-45.0244,168.6218,0.28
Z5,A13,-4.4128,144.0525,-31.9787,117.1119,0.26
Z6,A13,-4.4128,144.0525,-22.1268,115.4265,0.25
Z7,A13,-4.4128,144.0525,-12.7481,133.5319,0.11
N1,A14,31.1841,130.6932,38.9603,-67.7183,0.61
N2,A14,31.1841,130.6932,33.6701,-79.1441,0.03
N3,A14,31.1841,130.6932,21.3022,-90.1044,0.42
N4,A14,31.1841,130.6932,31.8968,-103.4019,0.87
N5,A14,31.1841,130.6932,53.2547,-124.4917,0.81
N6,A14,31.1841,130.6932,54.6989,-129.2372,0.81
N7,A14,31.1841,130.6932,62.1652,-153.9344,0.75
N8,A14,31.1841,130.6932,24.2271,-157.2241,0.68
N9,A14,31.1841,130.6932,22.5729,-105.1789,0.97
N10,A14,31.1841,130.6932,59.0741,136.9953,0.46
S1,A14,31.1841,130.6932,8.9915,-67.2331,0.52
S2,A14,31.1841,130.6932,-5.1621,-42.1811,0.74
S3,A14,31.1841,130.6932,-21.3756,-49.9622,0.85
S4,A14,31.1841,130.6932,-43.7592,-65.5599,0.05
S5,A14,31.1841,130.6932,-35.8045,-71.5364,0.37
S6,A14,31.1841,130.6932,-6.9267,-75.2371,0.65
S7,A14,31.1841,130.6932,7.6532,-76.2382,0.4
S8,A14,31.1841,130.6932,-32.5658,-52.7961,0.51
E1,A14,31.1841,130.6932,47.4901,14.1276,0
E2,A14,31.1841,130.6932,54.9682,27.7502,0.53
E3,A14,31.1841,130.6932,58.8052,15.9729,0.49
E4,A14,31.1841,130.6932,50.0536,2.4377,0
E5,A14,31.1841,130.6932,39.2195,-3.3631,0.98
E6,A14,31.1841,130.6932,35.9945,9.5282,0.81
E7,A14,31.1841,130.6932,44.9363,26.0808,0.55
E8,A14,31.1841,130.6932,69.8863,-27.0051,0.75
E9,A14,31.1841,130.6932,66.0731,-40.7161,0.58
E10,A14,31.1841,130.6932,69.7711,22.6141,0.93
E11,A14,31.1841,130.6932,64.3111,-17.1125,0.53
M1,A14,31.1841,130.6932,29.9007,25.0417,0.11
M2,A14,31.1841,130.6932,20.0666,35.6046,0.35
M3,A14,31.1841,130.6932,17.4034,45.7999,0.26
M4,A14,31.1841,130.6932,-2.0396,38.0496,0.13
M5,A14,31.1841,130.6932,-21.8787,33.8308,0
M6,A14,31.1841,130.6932,-32.6365,23.2839,0.83
M7,A14,31.1841,130.6932,2.0002,13.0886,0.12
M8,A14,31.1841,130.6932,10.2101,-7.1261,0.38
M9,A14,31.1841,130.6932,21.0261,-8.708,0.49
M10,A14,31.1841,130.6932,30.8108,-4.4894,0.84
M11,A14,31.1841,130.6932,-10.6827,14.1675,0.96
M12,A14,31.1841,130.6932,-11.5451,40.3679,0.26
M13,A14,31.1841,130.6932,9.7734,49.8601,0.52
K1,A14,31.1841,130.6932,23.8158,53.8859,0.26
K2,A14,31.1841,130.6932,-19.8441,46.3005,0.34
K3,A14,31.1841,130.6932,26.7254,36.3249,0.53
K4,A14,31.1841,130.6932,25.4625,63.0436,0.58
K5,A14,31.1841,130.6932,30.4292,48.9811,0.56
A1,A14,31.1841,130.6932,44.7861,142.4796,0.01
A2,A14,31.1841,130.6932,41.8452,129.8234,0.86
A3,A14,31.1841,130.6932,38.3505,117.5187,0.72
A4,A14,31.1841,130.6932,26.3621,103.8708,0.14
A5,A14,31.1841,130.6932,20.2081,103.6321,0.46
A6,A14,31.1841,130.6932,12.3081,80.0773,0.38
A7,A14,31.1841,130.6932,19.2389,73.3796,0.52
A8,A14,31.1841,130.6932,50.8332,140.3611,0.86
A9,A14,31.1841,130.6932,16.4459,95.0096,0.64
A10,A14,31.1841,130.6932,21.7588,88.1451,0.93
A11,A14,31.1841,130.6932,15.2623,120.4979,0.37
A12,A14,31.1841,130.6932,6.8166,125.2493,0.34
A13,A14,31.1841,130.6932,-4.4128,144.0525,0.93
Z1,A14,31.1841,130.6932,-21.5409,147.7123,0.5
Z2,A14,31.1841,130.6932,-29.5135,152.1351,0.05
Z3,A14,31.1841,130.6932,-37.0957,142.2138,0.6
Z4,A14,31.1841,130.6932,-45.0244,168.6218,0.71
Z5,A14,31.1841,130.6932,-31.9787,117.1119,0.73
Z6,A14,31.1841,130.6932,-22.1268,115.4265,0.42
Z7,A14,31.1841,130.6932,-12.7481,133.5319,0.48
N1,Z1,-21.5409,147.7123,38.9603,-67.7183,0.76
N2,Z1,-21.5409,147.7123,33.6701,-79.1441,0.78
N3,Z1,-21.5409,147.7123,21.3022,-90.1044,0.75
N4,Z1,-21.5409,147.7123,31.8968,-103.4019,0.08
N5,Z1,-21.5409,147.7123,53.2547,-124.4917,0.64
N6,Z1,-21.5409,147.7123,54.6989,-129.2372,0.71
N7,Z1,-21.5409,147.7123,62.1652,-153.9344,0.31
N8,Z1,-21.5409,147.7123,24.2271,-157.2241,0.88
N9,Z1,-21.5409,147.7123,22.5729,-105.1789,0.01
N10,Z1,-21.5409,147.7123,59.0741,136.9953,0.37
S1,Z1,-21.5409,147.7123,8.9915,-67.2331,0.95
S2,Z1,-21.5409,147.7123,-5.1621,-42.1811,0.19
S3,Z1,-21.5409,147.7123,-21.3756,-49.9622,0.67
S4,Z1,-21.5409,147.7123,-43.7592,-65.5599,0.94
S5,Z1,-21.5409,147.7123,-35.8045,-71.5364,0.98
S6,Z1,-21.5409,147.7123,-6.9267,-75.2371,0.66
S7,Z1,-21.5409,147.7123,7.6532,-76.2382,0.34
S8,Z1,-21.5409,147.7123,-32.5658,-52.7961,0.52
E1,Z1,-21.5409,147.7123,47.4901,14.1276,0.8
E2,Z1,-21.5409,147.7123,54.9682,27.7502,0.82
E3,Z1,-21.5409,147.7123,58.8052,15.9729,0.73
E4,Z1,-21.5409,147.7123,50.0536,2.4377,0.01
E5,Z1,-21.5409,147.7123,39.2195,-3.3631,0.92
E6,Z1,-21.5409,147.7123,35.9945,9.5282,0.71
E7,Z1,-21.5409,147.7123,44.9363,26.0808,0.28
E8,Z1,-21.5409,147.7123,69.8863,-27.0051,0.13
E9,Z1,-21.5409,147.7123,66.0731,-40.7161,0.81
E10,Z1,-21.5409,147.7123,69.7711,22.6141,0.67
E11,Z1,-21.5409,147.7123,64.3111,-17.1125,0.32
M1,Z1,-21.5409,147.7123,29.9007,25.0417,0.79
M2,Z1,-21.5409,147.7123,20.0666,35.6046,0.27
M3,Z1,-21.5409,147.7123,17.4034,45.7999,0.52
M4,Z1,-21.5409,147.7123,-2.0396,38.0496,0.75
M5,Z1,-21.5409,147.7123,-21.8787,33.8308,0.09
M6,Z1,-21.5409,147.7123,-32.6365,23.2839,0.78
M7,Z1,-21.5409,147.7123,2.0002,13.0886,0.02
M8,Z1,-21.5409,147.7123,10.2101,-7.1261,0.39
M9,Z1,-21.5409,147.7123,21.0261,-8.708,0.82
M10,Z1,-21.5409,147.7123,30.8108,-4.4894,0.52
M11,Z1,-21.5409,147.7123,-10.6827,14.1675,0.32
M12,Z1,-21.5409,147.7123,-11.5451,40.3679,0.5
M13,Z1,-21.5409,147.7123,9.7734,49.8601,0.99
K1,Z1,-21.5409,147.7123,23.8158,53.8859,0.1
K2,Z1,-21.5409,147.7123,-19.8441,46.3005,0.81
K3,Z1,-21.5409,147.7123,26.7254,36.3249,0.23
K4,Z1,-21.5409,147.7123,25.4625,63.0436,0.42
K5,Z1,-21.5409,147.7123,30.4292,48.9811,0.92
A1,Z1,-21.5409,147.7123,44.7861,142.4796,0.5
A2,Z1,-21.5409,147.7123,41.8452,129.8234,0.16
A3,Z1,-21.5409,147.7123,38.3505,117.5187,0.29
A4,Z1,-21.5409,147.7123,26.3621,103.8708,0.78
A5,Z1,-21.5409,147.7123,20.2081,103.6321,0.1
A6,Z1,-21.5409,147.7123,12.3081,80.0773,0.63
A7,Z1,-21.5409,147.7123,19.2389,73.3796,0.31
A8,Z1,-21.5409,147.7123,50.8332,140.3611,0.17
A9,Z1,-21.5409,147.7123,16.4459,95.0096,0.83
A10,Z1,-21.5409,147.7123,21.7588,88.1451,0.18
A11,Z1,-21.5409,147.7123,15.2623,120.4979,0.32
A12,Z1,-21.5409,147.7123,6.8166,125.2493,0.28
A13,Z1,-21.5409,147.7123,-4.4128,144.0525,0.56
A14,Z1,-21.5409,147.7123,31.1841,130.6932,0.92
Z2,Z1,-21.5409,147.7123,-29.5135,152.1351,0.32
Z3,Z1,-21.5409,147.7123,-37.0957,142.2138,0.16
Z4,Z1,-21.5409,147.7123,-45.0244,168.6218,0.3
Z5,Z1,-21.5409,147.7123,-31.9787,117.1119,0.94
Z6,Z1,-21.5409,147.7123,-22.1268,115.4265,0.35
Z7,Z1,-21.5409,147.7123,-12.7481,133.5319,0.28
N1,Z2,-29.5135,152.1351,38.9603,-67.7183,0.32
N2,Z2,-29.5135,152.1351,33.6701,-79.1441,0.57
N3,Z2,-29.5135,152.1351,21.3022,-90.1044,0.68
N4,Z2,-29.5135,152.1351,31.8968,-103.4019,0.71
N5,Z2,-29.5135,152.1351,53.2547,-124.4917,0.75
N6,Z2,-29.5135,152.1351,54.6989,-129.2372,0.78
N7,Z2,-29.5135,152.1351,62.1652,-153.9344,0.27
N8,Z2,-29.5135,152.1351,24.2271,-157.2241,0.53
N9,Z2,-29.5135,152.1351,22.5729,-105.1789,0.49
N10,Z2,-29.5135,152.1351,59.0741,136.9953,0.66
S1,Z2,-29.5135,152.1351,8.9915,-67.2331,0.49
S2,Z2,-29.5135,152.1351,-5.1621,-42.1811,0.71
S3,Z2,-29.5135,152.1351,-21.3756,-49.9622,0.24
S4,Z2,-29.5135,152.1351,-43.7592,-65.5599,0.09
S5,Z2,-29.5135,152.1351,-35.8045,-71.5364,0.05
S6,Z2,-29.5135,152.1351,-6.9267,-75.2371,0.4
S7,Z2,-29.5135,152.1351,7.6532,-76.2382,0.87
S8,Z2,-29.5135,152.1351,-32.5658,-52.7961,0.59
E1,Z2,-29.5135,152.1351,47.4901,14.1276,0.5
E2,Z2,-29.5135,152.1351,54.9682,27.7502,0.85
E3,Z2,-29.5135,152.1351,58.8052,15.9729,0.74
E4,Z2,-29.5135,152.1351,50.0536,2.4377,0.66
E5,Z2,-29.5135,152.1351,39.2195,-3.3631,0.73
E6,Z2,-29.5135,152.1351,35.9945,9.5282,0.04
E7,Z2,-29.5135,152.1351,44.9363,26.0808,0.03
E8,Z2,-29.5135,152.1351,69.8863,-27.0051,0.06
E9,Z2,-29.5135,152.1351,66.0731,-40.7161,0.36
E10,Z2,-29.5135,152.1351,69.7711,22.6141,0.24
E11,Z2,-29.5135,152.1351,64.3111,-17.1125,0.2
M1,Z2,-29.5135,152.1351,29.9007,25.0417,0.23
M2,Z2,-29.5135,152.1351,20.0666,35.6046,0.61
M3,Z2,-29.5135,152.1351,17.4034,45.7999,0.2
M4,Z2,-29.5135,152.1351,-2.0396,38.0496,0.68
M5,Z2,-29.5135,152.1351,-21.8787,33.8308,0.29
M6,Z2,-29.5135,152.1351,-32.6365,23.2839,0.13
M7,Z2,-29.5135,152.1351,2.0002,13.0886,0.83
M8,Z2,-29.5135,152.1351,10.2101,-7.1261,0.34
M9,Z2,-29.5135,152.1351,21.0261,-8.708,0.78
M10,Z2,-29.5135,152.1351,30.8108,-4.4894,0.1
M11,Z2,-29.5135,152.1351,-10.6827,14.1675,0.08
M12,Z2,-29.5135,152.1351,-11.5451,40.3679,0.54
M13,Z2,-29.5135,152.1351,9.7734,49.8601,0.05
K1,Z2,-29.5135,152.1351,23.8158,53.8859,0.75
K2,Z2,-29.5135,152.1351,-19.8441,46.3005,0.49
K3,Z2,-29.5135,152.1351,26.7254,36.3249,0.58
K4,Z2,-29.5135,152.1351,25.4625,63.0436,0.88
K5,Z2,-29.5135,152.1351,30.4292,48.9811,0.08
A1,Z2,-29.5135,152.1351,44.7861,142.4796,0.25
A2,Z2,-29.5135,152.1351,41.8452,129.8234,0.68
A3,Z2,-29.5135,152.1351,38.3505,117.5187,0.1
A4,Z2,-29.5135,152.1351,26.3621,103.8708,0.9
A5,Z2,-29.5135,152.1351,20.2081,103.6321,0.03
A6,Z2,-29.5135,152.1351,12.3081,80.0773,0.73
A7,Z2,-29.5135,152.1351,19.2389,73.3796,0.09
A8,Z2,-29.5135,152.1351,50.8332,140.3611,0.09
A9,Z2,-29.5135,152.1351,16.4459,95.0096,0.25
A10,Z2,-29.5135,152.1351,21.7588,88.1451,0.76
A11,Z2,-29.5135,152.1351,15.2623,120.4979,0.88
A12,Z2,-29.5135,152.1351,6.8166,125.2493,0.05
A13,Z2,-29.5135,152.1351,-4.4128,144.0525,0.9
A14,Z2,-29.5135,152.1351,31.1841,130.6932,0.88
Z1,Z2,-29.5135,152.1351,-21.5409,147.7123,0.24
Z3,Z2,-29.5135,152.1351,-37.0957,142.2138,0.31
Z4,Z2,-29.5135,152.1351,-45.0244,168.6218,0.09
Z5,Z2,-29.5135,152.1351,-31.9787,117.1119,0.29
Z6,Z2,-29.5135,152.1351,-22.1268,115.4265,0.8
Z7,Z2,-29.5135,152.1351,-12.7481,133.5319,0.63
N1,Z3,-37.0957,142.2138,38.9603,-67.7183,0.11
N2,Z3,-37.0957,142.2138,33.6701,-79.1441,0.59
N3,Z3,-37.0957,142.2138,21.3022,-90.1044,0.93
N4,Z3,-37.0957,142.2138,31.8968,-103.4019,0.54
N5,Z3,-37.0957,142.2138,53.2547,-124.4917,0.41
N6,Z3,-37.0957,142.2138,54.6989,-129.2372,0.98
N7,Z3,-37.0957,142.2138,62.1652,-153.9344,0.15
N8,Z3,-37.0957,142.2138,24.2271,-157.2241,0.76
N9,Z3,-37.0957,142.2138,22.5729,-105.1789,0.76
N10,Z3,-37.0957,142.2138,59.0741,136.9953,0.84
S1,Z3,-37.0957,142.2138,8.9915,-67.2331,0.77
S2,Z3,-37.0957,142.2138,-5.1621,-42.1811,0.32
S3,Z3,-37.0957,142.2138,-21.3756,-49.9622,0.28
S4,Z3,-37.0957,142.2138,-43.7592,-65.5599,0.13
S5,Z3,-37.0957,142.2138,-35.8045,-71.5364,0.19
S6,Z3,-37.0957,142.2138,-6.9267,-75.2371,0.63
S7,Z3,-37.0957,142.2138,7.6532,-76.2382,0.5
S8,Z3,-37.0957,142.2138,-32.5658,-52.7961,0.57
E1,Z3,-37.0957,142.2138,47.4901,14.1276,0.98
E2,Z3,-37.0957,142.2138,54.9682,27.7502,0.05
